NGRIP CH4 DATA:,,,,,,,
Column 1: NGRIP depth (m),,,,,,,
"Column 2: Gas age, ss09sea06bm scale",,,,,,,
"Column 3: Gas age, AICC 2012 scale (Veres et al., 2013, Clim. Past 9)",,,,,,,
Column 4: CH4 concentration (ppb),,,,,,,
Column 5: 1-sigma uncertainty CH4 concentration (ppb),,,,,,,
Column 6: Published in,,,,,,,
,,,,,,,
1,2,3,4,5,6,,
depth,age ss09sea06bm,age AICC 2012,ch4,error,published in,,
(m),(years BP),(years BP),(ppb),(ppb),,,
2410.075,58815.0,58084.9,599.7,5.9,Baumgartner et al. (2014),,
2410.675,58859.6,58123.7,523.7,5.9,Huber et al. (2006),,
2412.030,58954.0,58195.5,534.0,5.9,Huber et al. (2006),,
2412.080,58957.5,58198.7,547.3,5.9,Baumgartner et al. (2014),,
2412.275,58970.7,58211.0,544.3,5.9,Huber et al. (2006),,
2412.875,59011.5,58248.9,608.3,5.9,Huber et al. (2006),,
2413.375,59051.2,58285.3,569.7,5.9,Huber et al. (2006),,
2413.975,59110.1,58330.9,499.0,5.9,Huber et al. (2006),,
2414.475,59166.9,58373.4,487.7,5.9,Huber et al. (2006),,
2415.075,59238.0,58424.6,517.0,5.9,Huber et al. (2006),,
2416.175,59342.5,58514.4,551.7,5.9,Huber et al. (2006),,
2416.225,59346.8,58517.8,573.6,5.9,Baumgartner et al. (2014),,
2416.675,59380.9,58547.7,583.3,5.9,Huber et al. (2006),,
2417.275,59416.9,58584.7,603.7,5.9,Huber et al. (2006),,
2418.375,59477.7,58643.9,628.7,5.9,Huber et al. (2006),,
2418.875,59504.3,58668.5,624.7,5.9,Baumgartner et al. (2014),,
2419.475,59536.5,58704.0,612.0,5.9,Huber et al. (2006),,
2420.025,59570.2,58738.0,626.3,5.9,Huber et al. (2006),,
2420.075,59572.8,58741.4,626.8,5.9,Baumgartner et al. (2014),,
2420.525,59600.8,58771.7,613.0,5.9,Baumgartner et al. (2014),,
2421.675,59669.6,58845.8,618.3,5.9,Huber et al. (2006),,
2422.775,59722.4,58908.9,662.0,5.9,Huber et al. (2006),,
2422.825,59724.6,58911.7,643.6,5.9,Baumgartner et al. (2014),,
2423.275,59745.3,58935.3,638.3,5.9,Baumgartner et al. (2014),,
2423.875,59775.5,58965.8,660.7,5.9,Huber et al. (2006),,
2424.975,59836.4,59023.2,617.7,5.9,Huber et al. (2006),,
2425.475,59869.5,59061.3,567.3,5.9,Huber et al. (2006),,
2426.075,59910.4,59108.5,521.0,5.9,Huber et al. (2006),,
2426.575,59944.7,59152.6,512.0,5.9,Huber et al. (2006),,
2427.175,59983.3,59204.2,529.7,5.9,Huber et al. (2006),,
2428.275,60040.5,59284.3,522.5,5.9,Huber et al. (2006),,
2428.775,60062.3,59309.5,559.0,5.9,Huber et al. (2006),,
2429.375,60088.4,59338.7,608.0,5.9,Huber et al. (2006),,
2430.525,60139.7,59403.4,659.3,5.9,Huber et al. (2006),,
2430.975,60163.7,59433.4,634.7,5.9,Huber et al. (2006),,
2431.575,60203.2,59488.2,571.0,5.9,Huber et al. (2006),,
2432.675,60294.1,59592.9,484.7,5.9,Huber et al. (2006),,
2433.780,60394.9,59696.9,474.7,5.9,Huber et al. (2006),,
2433.825,60398.2,59701.1,490.7,5.9,Baumgartner et al. (2014),,
2434.875,60492.6,59799.2,476.7,5.9,Huber et al. (2006),,
2435.375,60539.8,59849.6,474.0,5.9,Baumgartner et al. (2014),,
2436.025,60601.2,59916.6,474.6,5.9,Baumgartner et al. (2014),,
2436.475,60644.0,59960.4,475.0,5.9,Huber et al. (2006),,
2436.525,60649.2,59965.2,466.5,5.9,Huber et al. (2006),,
2439.275,60912.7,60226.0,464.0,5.9,Huber et al. (2006),,
2439.325,60916.9,60230.7,465.2,5.9,Baumgartner et al. (2014),,
2439.775,60958.6,60272.6,451.7,5.9,Huber et al. (2006),,
2440.375,61012.6,60328.9,471.7,5.9,Huber et al. (2006),,
2440.425,61016.8,60333.6,473.5,5.9,Baumgartner et al. (2014),,
2441.525,61119.7,60437.5,475.2,5.9,Baumgartner et al. (2014),,
2441.975,61162.3,60480.3,472.0,5.9,Huber et al. (2006),,
2442.575,61220.0,60537.7,454.7,5.9,Huber et al. (2006),,
2443.075,61268.0,60585.9,457.3,5.9,Baumgartner et al. (2014),,
2443.965,61357.8,60674.5,482.7,5.9,Huber et al. (2006),,
2444.075,61369.1,60685.7,474.2,5.9,Baumgartner et al. (2014),,
2444.175,61379.6,60696.0,462.0,5.9,Huber et al. (2006),,
2444.775,61440.2,60757.7,471.7,5.9,Huber et al. (2006),,
2445.875,61564.4,60874.7,465.3,5.9,Huber et al. (2006),,
2446.975,61688.4,60992.9,462.3,5.9,Huber et al. (2006),,
2447.525,61755.1,61053.0,483.7,5.9,Huber et al. (2006),,
2447.575,61761.2,61058.4,471.0,5.9,Baumgartner et al. (2014),,
2449.175,61942.1,61228.8,479.3,5.9,Huber et al. (2006),,
2449.225,61947.6,61233.9,506.1,5.9,Baumgartner et al. (2014),,
2449.725,62005.7,61284.5,474.9,5.9,Baumgartner et al. (2014),,
2450.775,62121.4,61397.1,463.3,5.9,Huber et al. (2006),,
2451.375,62195.4,61464.3,494.3,5.9,Huber et al. (2006),,
2451.875,62256.1,61521.0,471.7,5.9,Baumgartner et al. (2014),,
2451.925,62262.6,61526.7,480.4,5.9,Baumgartner et al. (2014),,
2452.475,62330.5,61590.4,454.0,5.9,Huber et al. (2006),,
2453.025,62395.0,61654.2,461.4,5.9,Baumgartner et al. (2014),,
2453.575,62460.0,61716.8,471.3,5.9,Huber et al. (2006),,
2454.125,62527.3,61780.1,461.6,5.9,Baumgartner et al. (2014),,
2455.225,62664.4,61912.7,484.0,5.9,Baumgartner et al. (2014),,
2455.775,62734.4,61980.0,462.7,5.9,Huber et al. (2006),,
2455.825,62740.6,61986.1,475.4,5.9,Baumgartner et al. (2014),,
2455.875,62746.7,61992.2,468.6,5.9,Baumgartner et al. (2014),,
2455.925,62753.8,61998.3,481.7,5.9,Baumgartner et al. (2014),,
2455.975,62759.9,62004.4,461.1,5.9,Baumgartner et al. (2014),,
2456.025,62767.0,62010.6,458.2,5.9,Baumgartner et al. (2014),,
2456.820,62869.4,62110.7,474.0,5.9,Baumgartner et al. (2014),,
2456.875,62876.6,62117.7,457.3,5.9,Huber et al. (2006),,
2456.925,62883.0,62124.0,456.6,5.9,Baumgartner et al. (2014),,
2457.425,62948.4,62186.6,463.2,5.9,Baumgartner et al. (2014),,
2457.975,63024.3,62255.4,460.0,5.9,Huber et al. (2006),,
2458.025,63030.6,62261.7,474.8,5.9,Baumgartner et al. (2014),,
2458.475,63092.9,62319.1,441.7,5.9,Huber et al. (2006),,
2458.525,63100.1,62325.4,458.5,5.9,Baumgartner et al. (2014),,
2459.075,63178.3,62395.8,495.3,5.9,Huber et al. (2006),,
2459.625,63257.8,62467.8,460.4,5.9,Baumgartner et al. (2014),,
2460.175,63336.3,62539.6,464.0,5.9,Huber et al. (2006),,
2460.725,63410.9,62611.4,455.5,5.9,Baumgartner et al. (2014),,
2461.275,63483.7,62682.1,457.7,5.9,Huber et al. (2006),,
2461.325,63490.0,62688.4,475.1,5.9,Baumgartner et al. (2014),,
2461.375,63495.5,62694.7,465.4,5.9,Baumgartner et al. (2014),,
2461.825,63551.8,62751.7,449.1,5.9,Baumgartner et al. (2014),,
2462.375,63620.3,62821.3,457.0,5.9,Huber et al. (2006),,
2462.425,63625.7,62827.6,456.3,5.9,Baumgartner et al. (2014),,
2462.925,63686.6,62890.9,452.1,5.9,Baumgartner et al. (2014),,
2463.375,63740.6,62947.3,468.1,5.9,Baumgartner et al. (2014),,
2463.475,63752.4,62959.8,444.3,5.9,Huber et al. (2006),,
2464.025,63821.2,63028.5,447.7,5.9,Baumgartner et al. (2014),,
2464.475,63877.4,63082.0,459.8,5.9,Baumgartner et al. (2014),,
2465.575,64011.5,63208.1,465.2,5.9,Baumgartner et al. (2014),,
2465.625,64016.9,63213.7,441.2,5.9,Baumgartner et al. (2014),,
2466.225,64095.0,63279.1,464.6,5.9,Baumgartner et al. (2014),,
2466.675,64148.0,63326.8,478.1,5.9,Baumgartner et al. (2014),,
2467.325,64225.9,63395.6,488.9,5.9,Baumgartner et al. (2014),,
2467.775,64277.3,63443.3,494.2,5.9,Baumgartner et al. (2014),,
2468.425,64348.7,63513.1,489.0,5.9,Baumgartner et al. (2014),,
2468.925,64398.4,63567.2,502.7,5.9,Baumgartner et al. (2014),,
2469.525,64458.3,63627.2,505.3,5.9,Baumgartner et al. (2014),,
2469.975,64497.9,63671.6,506.3,5.9,Baumgartner et al. (2014),,
2470.625,64546.6,63724.4,528.3,5.9,Baumgartner et al. (2014),,
2471.075,64574.9,63759.4,516.6,5.9,Baumgartner et al. (2014),,
2471.725,64612.9,63800.6,525.9,5.9,Baumgartner et al. (2014),,
2472.175,64638.0,63828.1,554.4,5.9,Baumgartner et al. (2014),,
2472.825,64673.7,63865.8,556.4,5.9,Baumgartner et al. (2014),,
2473.275,64699.2,63893.9,564.0,5.9,Baumgartner et al. (2014),,
2473.925,64739.4,63936.4,581.2,5.9,Baumgartner et al. (2014),,
2474.375,64772.1,63974.6,567.0,5.9,Baumgartner et al. (2014),,
2476.125,64963.6,64164.0,495.4,5.9,Baumgartner et al. (2014),,
2476.575,65025.1,64226.5,483.9,5.9,Baumgartner et al. (2014),,
2476.625,65031.8,64233.4,484.2,5.9,Baumgartner et al. (2014),,
2477.225,65117.9,64319.1,464.8,5.9,Baumgartner et al. (2014),,
2477.675,65189.7,64386.6,490.5,5.9,Baumgartner et al. (2014),,
2478.328,65291.5,64484.2,466.7,5.9,Baumgartner et al. (2014),,
2478.775,65356.9,64550.9,469.6,5.9,Baumgartner et al. (2014),,
2479.425,65449.0,64642.8,482.2,5.9,Baumgartner et al. (2014),,
2479.875,65506.8,64704.6,485.3,5.9,Baumgartner et al. (2014),,
2480.525,65588.5,64790.7,473.9,5.9,Baumgartner et al. (2014),,
2480.975,65646.4,64849.8,500.7,5.9,Baumgartner et al. (2014),,
2481.625,65727.1,64932.5,496.1,5.9,Baumgartner et al. (2014),,
2482.075,65783.5,64989.8,490.5,5.9,Baumgartner et al. (2014),,
2482.725,65866.7,65073.7,499.2,5.9,Baumgartner et al. (2014),,
2483.175,65926.2,65133.6,509.4,5.9,Baumgartner et al. (2014),,
2483.825,66010.6,65224.0,499.3,5.9,Baumgartner et al. (2014),,
2484.275,66076.3,65288.7,494.3,5.9,Baumgartner et al. (2014),,
2484.925,66174.5,65383.9,477.2,5.9,Baumgartner et al. (2014),,
2485.375,66241.3,65451.7,474.2,5.9,Baumgartner et al. (2014),,
2486.025,66334.9,65550.2,483.9,5.9,Baumgartner et al. (2014),,
2486.475,66401.0,65618.5,481.0,5.9,Baumgartner et al. (2014),,
2487.125,66493.3,65717.3,485.2,5.9,Baumgartner et al. (2014),,
2487.575,66560.6,65785.9,505.7,5.9,Baumgartner et al. (2014),,
2488.225,66650.3,65882.6,491.8,5.9,Baumgartner et al. (2014),,
2488.675,66706.0,65946.2,493.0,5.9,Baumgartner et al. (2014),,
2489.740,66830.6,66093.3,502.5,5.9,Baumgartner et al. (2014),,
2489.825,66840.9,66105.0,481.8,5.9,Baumgartner et al. (2014),,
2490.425,66904.9,66188.1,502.6,5.9,Baumgartner et al. (2014),,
2490.875,66952.6,66250.7,518.1,5.9,Baumgartner et al. (2014),,
2491.525,67025.8,66342.5,507.4,5.9,Baumgartner et al. (2014),,
2491.975,67076.5,66406.3,502.8,5.9,Baumgartner et al. (2014),,
2492.625,67147.9,66495.0,488.2,5.9,Baumgartner et al. (2014),,
2493.030,67192.1,66550.0,484.0,5.9,Baumgartner et al. (2014),,
2493.725,67265.9,66641.1,480.6,5.9,Baumgartner et al. (2014),,
2494.175,67312.6,66700.3,482.8,5.9,Baumgartner et al. (2014),,
2494.825,67381.4,66786.5,495.0,5.9,Baumgartner et al. (2014),,
2495.275,67425.9,66847.5,502.0,5.9,Baumgartner et al. (2014),,
2495.930,67493.0,66937.4,507.3,5.9,Baumgartner et al. (2014),,
2496.375,67540.1,66997.5,486.4,5.9,Baumgartner et al. (2014),,
2497.025,67614.6,67084.7,487.4,5.9,Baumgartner et al. (2014),,
2497.475,67666.7,67140.1,475.8,5.9,Baumgartner et al. (2014),,
2498.125,67747.9,67219.7,477.8,5.9,Baumgartner et al. (2014),,
2498.575,67807.3,67273.1,496.6,5.9,Baumgartner et al. (2014),,
2499.225,67892.6,67352.7,509.8,5.9,Baumgartner et al. (2014),,
2499.675,67951.8,67410.9,498.0,5.9,Baumgartner et al. (2014),,
2500.325,68036.0,67500.0,502.4,5.9,Baumgartner et al. (2014),,
2500.775,68092.3,67565.1,487.7,5.9,Baumgartner et al. (2014),,
2501.425,68178.0,67659.5,481.6,5.9,Baumgartner et al. (2014),,
2501.865,68243.9,67723.6,473.1,5.9,Baumgartner et al. (2014),,
2502.525,68356.6,67819.5,479.8,5.9,Baumgartner et al. (2014),,
2502.975,68437.3,67884.9,498.3,5.9,Baumgartner et al. (2014),,
2504.725,68739.2,68131.7,489.4,5.9,Baumgartner et al. (2014),,
2505.175,68813.0,68195.1,476.2,5.9,Baumgartner et al. (2014),,
2505.825,68921.1,68287.1,482.3,5.9,Baumgartner et al. (2014),,
2506.275,68993.3,68351.3,489.1,5.9,Baumgartner et al. (2014),,
2506.925,69104.5,68444.5,502.1,5.9,Baumgartner et al. (2014),,
2507.375,69191.5,68507.7,487.2,5.9,Baumgartner et al. (2014),,
2507.425,69199.8,68514.7,485.6,5.9,Baumgartner et al. (2014),,
2508.025,69316.1,68598.6,481.2,5.9,Baumgartner et al. (2014),,
2508.475,69410.4,68659.3,499.7,5.9,Baumgartner et al. (2014),,
2509.125,69524.3,68746.5,496.9,5.9,Baumgartner et al. (2014),,
2509.575,69595.6,68805.4,500.1,5.9,Baumgartner et al. (2014),,
2510.275,69699.3,68899.0,498.4,5.9,Baumgartner et al. (2014),,
2510.675,69756.7,68954.3,492.9,5.9,Baumgartner et al. (2014),,
2511.325,69851.0,69043.9,467.8,5.9,Baumgartner et al. (2014),,
2511.775,69913.3,69105.7,496.7,5.9,Baumgartner et al. (2014),,
2512.875,70052.3,69235.0,496.8,5.9,Baumgartner et al. (2014),,
2512.925,70058.0,69240.7,484.4,5.9,Baumgartner et al. (2014),,
2513.525,70120.0,69293.2,484.8,5.9,Baumgartner et al. (2014),,
2513.975,70162.6,69331.0,497.4,5.9,Baumgartner et al. (2014),,
2514.625,70223.6,69382.3,519.9,5.9,Baumgartner et al. (2014),,
2515.075,70271.5,69419.7,517.0,5.9,Baumgartner et al. (2014),,
2515.125,70277.4,69424.9,526.1,5.9,Baumgartner et al. (2014),,
2515.125,70277.4,69424.9,527.2,5.9,Baumgartner et al. (2014),,
2515.725,70356.6,69488.0,483.6,5.9,Baumgartner et al. (2014),,
2516.175,70434.9,69546.2,484.5,5.9,Baumgartner et al. (2014),,
2518.375,70833.7,69922.5,485.5,5.9,Baumgartner et al. (2014),,
2518.425,70841.5,69930.6,484.5,5.9,Baumgartner et al. (2014),,
2518.425,70841.5,69930.6,476.0,5.9,Baumgartner et al. (2014),,
2519.025,70940.2,70028.5,466.4,5.9,Baumgartner et al. (2014),,
2519.475,71010.5,70096.1,478.9,5.9,Baumgartner et al. (2014),,
2520.125,71105.3,70191.8,459.7,5.9,Baumgartner et al. (2014),,
2520.575,71164.8,70252.2,471.8,5.9,Baumgartner et al. (2014),,
2521.675,71298.8,70392.7,480.4,5.9,Baumgartner et al. (2014),,
2521.705,71302.7,70396.4,477.3,5.9,Baumgartner et al. (2014),,
2522.325,71377.5,70470.7,493.6,5.9,Baumgartner et al. (2014),,
2522.775,71430.4,70523.2,478.3,5.9,Baumgartner et al. (2014),,
2523.425,71503.7,70596.1,482.2,5.9,Baumgartner et al. (2014),,
2523.875,71549.7,70645.4,481.8,5.9,Baumgartner et al. (2014),,
2524.525,71610.1,70711.1,484.7,5.9,Baumgartner et al. (2014),,
2524.975,71649.2,70755.7,502.2,5.9,Baumgartner et al. (2014),,
2525.630,71703.9,70816.3,499.6,5.9,Baumgartner et al. (2014),,
2526.075,71740.8,70857.1,507.2,5.9,Baumgartner et al. (2014),,
2526.725,71794.8,70915.1,502.6,5.9,Baumgartner et al. (2014),,
2527.175,71831.8,70954.6,494.0,5.9,Baumgartner et al. (2014),,
2527.825,71883.5,71010.2,501.7,5.9,Baumgartner et al. (2014),,
2528.275,71917.6,71048.1,519.8,5.9,Baumgartner et al. (2014),,
2528.325,71921.9,71052.3,503.5,5.9,Baumgartner et al. (2014),,
2528.925,71966.5,71102.3,505.8,5.9,Baumgartner et al. (2014),,
2529.375,71999.3,71138.8,500.9,5.9,Baumgartner et al. (2014),,
2530.075,72053.1,71195.3,499.4,5.9,Baumgartner et al. (2014),,
2530.475,72084.3,71227.1,503.4,5.9,Baumgartner et al. (2014),,
2531.125,72136.2,71278.6,513.9,5.9,Baumgartner et al. (2014),,
2531.575,72171.9,71314.0,501.3,5.9,Baumgartner et al. (2014),,
2532.225,72222.6,71364.8,504.0,5.9,Baumgartner et al. (2014),,
2532.675,72259.3,71399.4,513.4,5.9,Baumgartner et al. (2014),,
2533.325,72311.3,71448.8,512.8,5.9,Baumgartner et al. (2014),,
2533.775,72346.9,71482.6,533.8,5.9,Baumgartner et al. (2014),,
2534.425,72398.0,71530.3,511.3,5.9,Baumgartner et al. (2014),,
2534.875,72433.1,71562.9,522.5,5.9,Baumgartner et al. (2014),,
2535.525,72486.0,71608.7,492.5,5.9,Baumgartner et al. (2014),,
2535.975,72522.5,71640.2,492.4,5.9,Baumgartner et al. (2014),,
2536.625,72567.3,71684.4,544.7,5.9,Baumgartner et al. (2014),,
2537.075,72601.4,71714.7,519.3,5.9,Baumgartner et al. (2014),,
2538.175,72674.2,71786.4,524.4,5.9,Baumgartner et al. (2014),,
2538.225,72677.1,71789.6,529.5,5.9,Baumgartner et al. (2014),,
2538.875,72714.5,71831.0,518.8,5.9,Baumgartner et al. (2014),,
2539.325,72739.9,71859.1,520.7,5.9,Baumgartner et al. (2014),,
2539.865,72768.3,71892.5,562.8,5.9,Baumgartner et al. (2014),,
2540.375,72794.6,71923.5,538.7,5.9,Baumgartner et al. (2014),,
2541.475,72851.1,71990.3,547.9,5.9,Baumgartner et al. (2014),,
2541.525,72853.6,71993.3,545.4,5.9,Baumgartner et al. (2014),,
2542.125,72887.3,72031.5,563.1,5.9,Baumgartner et al. (2014),,
2542.295,72897.3,72043.9,563.8,5.9,Baumgartner et al. (2014),,
2543.225,72961.7,72115.8,509.6,5.9,Baumgartner et al. (2014),,
2543.675,73003.7,72157.1,492.0,5.9,Baumgartner et al. (2014),,
2545.425,73285.0,72362.9,470.3,5.9,Baumgartner et al. (2014),,
2545.875,73376.7,72426.5,482.3,5.9,Baumgartner et al. (2014),,
2546.525,73505.6,72522.3,477.4,5.9,Baumgartner et al. (2014),,
2546.685,73535.9,72546.1,469.5,5.9,Baumgartner et al. (2014),,
2547.875,73764.0,72722.0,458.8,5.9,Baumgartner et al. (2014),,
2548.725,73911.5,72844.9,446.3,5.9,Baumgartner et al. (2014),,
2549.175,73990.3,72910.0,447.9,5.9,Baumgartner et al. (2014),,
2549.825,74105.6,73004.5,446.5,5.9,Baumgartner et al. (2014),,
2550.275,74185.7,73069.7,459.2,5.9,Baumgartner et al. (2014),,
2550.975,74309.0,73171.2,462.7,5.9,Baumgartner et al. (2014),,
2551.375,74377.2,73228.0,457.1,5.9,Baumgartner et al. (2014),,
2552.025,74486.3,73320.1,476.0,5.9,Baumgartner et al. (2014),,
2552.475,74558.8,73381.8,492.2,5.9,Baumgartner et al. (2014),,
2553.125,74659.2,73469.6,491.8,5.9,Baumgartner et al. (2014),,
2553.575,74725.8,73526.7,493.1,5.9,Baumgartner et al. (2014),,
2554.225,74810.6,73607.4,496.2,5.9,Baumgartner et al. (2014),,
2554.675,74862.2,73660.9,502.2,5.9,Baumgartner et al. (2014),,
2555.375,74931.2,73737.5,470.0,5.9,Baumgartner et al. (2014),,
2555.775,74967.5,73777.9,480.3,5.9,Baumgartner et al. (2014),,
2556.425,75023.3,73836.4,473.4,5.9,Baumgartner et al. (2014),,
2556.875,75063.3,73874.2,459.7,5.9,Baumgartner et al. (2014),,
2557.550,75124.3,73929.1,474.4,5.9,Baumgartner et al. (2014),,
2557.975,75163.2,73963.5,467.4,5.9,Baumgartner et al. (2014),,
2558.675,75224.1,74020.2,471.6,5.9,Baumgartner et al. (2014),,
2559.045,75256.0,74050.1,487.3,5.9,Baumgartner et al. (2014),,
2559.775,75315.7,74108.1,485.9,5.9,Baumgartner et al. (2014),,
2560.175,75347.6,74139.2,483.4,5.9,Baumgartner et al. (2014),,
2560.825,75397.5,74188.1,489.4,5.9,Baumgartner et al. (2014),,
2561.275,75432.0,74221.0,487.7,5.9,Baumgartner et al. (2014),,
2561.925,75481.1,74267.4,473.5,5.9,Baumgartner et al. (2014),,
2562.375,75513.4,74299.2,485.4,5.9,Baumgartner et al. (2014),,
2563.025,75562.0,74345.0,481.3,5.9,Baumgartner et al. (2014),,
2563.475,75594.8,74376.3,494.2,5.9,Baumgartner et al. (2014),,
2564.125,75642.5,74421.5,480.4,5.9,Baumgartner et al. (2014),,
2564.575,75676.8,74452.6,481.6,5.9,Baumgartner et al. (2014),,
2565.225,75724.1,74497.7,478.8,5.9,Baumgartner et al. (2014),,
2565.675,75756.6,74529.0,484.7,5.9,Baumgartner et al. (2014),,
2566.325,75804.3,74574.1,500.4,5.9,Baumgartner et al. (2014),,
2566.775,75837.3,74605.2,494.7,5.9,Baumgartner et al. (2014),,
2567.425,75884.0,74649.9,495.5,5.9,Baumgartner et al. (2014),,
2567.875,75917.1,74680.7,488.9,5.9,Baumgartner et al. (2014),,
2568.575,75968.2,74728.9,499.9,5.9,Baumgartner et al. (2014),,
2568.975,75997.5,74756.4,507.3,5.9,Baumgartner et al. (2014),,
2569.625,76043.9,74801.3,486.5,5.9,Baumgartner et al. (2014),,
2570.075,76076.5,74832.4,506.7,5.9,Baumgartner et al. (2014),,
2570.725,76123.9,74877.6,489.3,5.9,Baumgartner et al. (2014),,
2571.175,76156.1,74908.7,502.7,5.9,Baumgartner et al. (2014),,
2572.925,76275.1,75026.7,497.7,5.9,Baumgartner et al. (2014),,
2573.375,76304.6,75056.1,516.5,5.9,Baumgartner et al. (2014),,
2574.080,76349.8,75102.0,485.8,5.9,Baumgartner et al. (2014),,
2574.475,76375.1,75127.4,485.2,5.9,Baumgartner et al. (2014),,
2575.125,76418.5,75169.4,493.2,5.9,Baumgartner et al. (2014),,
2575.575,76448.9,75198.3,509.2,5.9,Baumgartner et al. (2014),,
2576.225,76491.9,75240.1,500.3,5.9,Baumgartner et al. (2014),,
2576.675,76521.2,75269.0,499.9,5.9,Baumgartner et al. (2014),,
2577.325,76562.9,75310.2,492.4,5.9,Baumgartner et al. (2014),,
2577.775,76591.1,75338.4,508.7,5.9,Baumgartner et al. (2014),,
2578.425,76633.1,75378.6,510.4,5.9,Baumgartner et al. (2014),,
2578.875,76664.3,75406.3,514.3,5.9,Baumgartner et al. (2014),,
2579.525,76708.5,75446.3,516.0,5.9,Baumgartner et al. (2014),,
2579.975,76739.9,75474.1,525.5,5.9,Baumgartner et al. (2014),,
2581.032,76809.8,75537.9,522.6,5.9,Baumgartner et al. (2014),,
2581.075,76812.3,75540.5,525.4,5.9,Baumgartner et al. (2014),,
2581.725,76852.2,75579.2,532.0,5.9,Baumgartner et al. (2014),,
2582.128,76876.5,75603.1,545.3,5.9,Baumgartner et al. (2014),,
2582.175,76879.3,75605.9,528.2,5.9,Baumgartner et al. (2014),,
2583.115,76933.4,75661.0,559.3,5.9,Baumgartner et al. (2014),,
2583.234,76939.8,75668.0,548.6,5.9,Baumgartner et al. (2014),,
2583.925,76979.1,75708.3,545.6,5.9,Baumgartner et al. (2014),,
2584.065,76986.7,75716.5,549.6,5.9,Baumgartner et al. (2014),,
2584.375,77003.9,75734.4,549.0,5.9,Baumgartner et al. (2014),,
2585.035,77042.4,75772.7,561.9,5.9,Baumgartner et al. (2014),,
2585.441,77068.8,75798.0,561.2,5.9,Baumgartner et al. (2014),,
2585.475,77070.8,75800.1,557.3,5.9,Baumgartner et al. (2014),,
2586.125,77121.8,75842.4,494.9,5.9,Baumgartner et al. (2014),,
2586.575,77167.1,75876.7,464.9,5.9,Baumgartner et al. (2014),,
2587.225,77250.3,75931.6,481.9,5.9,Baumgartner et al. (2014),,
2587.675,77313.3,75976.6,449.5,5.9,Baumgartner et al. (2014),,
2588.325,77405.8,76047.9,482.8,5.9,Baumgartner et al. (2014),,
2588.775,77468.4,76101.6,450.6,5.9,Baumgartner et al. (2014),,
2589.425,77556.6,76182.3,449.5,5.9,Baumgartner et al. (2014),,
2589.875,77618.6,76239.2,443.4,5.9,Baumgartner et al. (2014),,
2590.975,77762.9,76379.1,435.1,5.9,Baumgartner et al. (2014),,
2591.025,77769.7,76385.5,435.9,5.9,Baumgartner et al. (2014),,
2591.625,77847.5,76461.9,439.8,5.9,Baumgartner et al. (2014),,
2592.075,77906.4,76519.0,441.9,5.9,Baumgartner et al. (2014),,
2593.025,78032.1,76637.8,443.3,5.9,Baumgartner et al. (2014),,
2593.140,78048.8,76652.7,451.7,5.9,Baumgartner et al. (2014),,
2593.825,78145.7,76742.0,444.4,5.9,Baumgartner et al. (2014),,
2594.275,78208.6,76800.9,457.4,5.9,Baumgartner et al. (2014),,
2594.925,78294.1,76886.2,445.8,5.9,Baumgartner et al. (2014),,
2595.375,78348.8,76943.7,441.9,5.9,Baumgartner et al. (2014),,
2596.025,78419.5,77026.1,452.4,5.9,Baumgartner et al. (2014),,
2596.475,78463.3,77077.8,467.7,5.9,Baumgartner et al. (2014),,
2597.125,78519.7,77150.4,478.5,5.9,Baumgartner et al. (2014),,
2597.575,78553.8,77194.3,462.2,5.9,Baumgartner et al. (2014),,
2598.225,78599.1,77253.9,477.4,5.9,Baumgartner et al. (2014),,
2598.675,78629.9,77290.2,491.5,5.9,Baumgartner et al. (2014),,
2600.425,78752.4,77417.7,513.9,5.9,Baumgartner et al. (2014),,
2600.875,78787.5,77449.6,498.9,5.9,Baumgartner et al. (2014),,
2600.925,78791.4,77453.1,505.6,5.9,Baumgartner et al. (2014),,
2601.525,78839.7,77500.5,470.7,5.9,Baumgartner et al. (2014),,
2601.664,78850.8,77511.6,471.9,5.9,Baumgartner et al. (2014),,
2601.925,78872.5,77532.5,468.5,5.9,Baumgartner et al. (2014),,
2603.075,78973.6,77634.4,461.2,5.9,Baumgartner et al. (2014),,
2603.125,78977.9,77639.0,457.9,5.9,Baumgartner et al. (2014),,
2603.725,79030.5,77694.9,488.7,5.9,Baumgartner et al. (2014),,
2604.125,79065.9,77731.8,478.2,5.9,Baumgartner et al. (2014),,
2604.225,79074.0,77740.8,484.2,5.9,Baumgartner et al. (2014),,
2604.960,79137.2,77806.9,479.4,5.9,Baumgartner et al. (2014),,
2605.275,79163.9,77834.0,477.9,5.9,Baumgartner et al. (2014),,
2606.058,79233.3,77901.0,488.7,5.9,Baumgartner et al. (2014),,
2606.375,79261.6,77927.8,468.1,5.9,Baumgartner et al. (2014),,
2607.025,79320.9,77982.7,477.0,5.9,Baumgartner et al. (2014),,
2607.160,79333.7,77994.2,488.3,5.9,Baumgartner et al. (2014),,
2607.475,79362.9,78021.0,490.1,5.9,Baumgartner et al. (2014),,
2608.253,79432.1,78086.2,503.7,5.9,Baumgartner et al. (2014),,
2608.525,79455.6,78108.4,518.4,5.9,Baumgartner et al. (2014),,
2608.625,79463.7,78116.5,521.0,5.9,Baumgartner et al. (2014),,
